Year,Country,Origin,Refugees,Asylum-seekers (pending cases),Returned refugees,Internally displaced persons (IDPs),Returned IDPs,Stateless persons,Others of concern,Total Population,Indicator,2016,2017
2014,Switzerland,Mauritius,1,,,,,,,1,Mauritius,,[nan]
2014,Switzerland,Netherlands,,1,,,,,,1,Netherlands,,[]
2014,Chile,Congo,8,1,,,,,,9,Congo,,['8']
2014,Chile,Dominican Rep.,,3,,,,,,3,Dominican Rep.,,[nan]
2014,Chile,Egypt,,2,,,,,,2,Egypt,,[nan]
2014,Chile,Honduras,,4,,,,,,4,Honduras,,[nan]
2014,Chile,Iran (Islamic Rep. of),,1,,,,,,1,Iran (Islamic Rep. of),,[nan]
2014,Chile,Israel,1,1,,,,,,2,Israel,,[nan]
2014,China,Burundi,,2,,,,,,2,Burundi,,['5']
2014,China,Benin,,4,,,,,,4,Benin,,[nan]
2014,China,Congo,,7,,,,,,7,Congo,,[]
2014,China,Guinea-Bissau,,1,,,,,,1,Guinea-Bissau,,[nan]
2014,China,Mozambique,,4,,,,,,4,Mozambique,,[nan]
2014,China,Niger,,8,,,,,,8,Niger,,[nan]
2014,China,Saudi Arabia,,1,,,,,,1,Saudi Arabia,,[]
2014,China,Togo,,4,,,,,,4,Togo,,[nan]
2014,China,United Rep. of Tanzania,,1,,,,,,1,United Rep. of Tanzania,,[nan]
2014,C̫te d'Ivoire,Stateless,,,,,,700000,,700000,Stateless,,[nan]
2014,Cameroon,Mauritius,,1,,,,,,1,Mauritius,,[]
2014,Dem. Rep. of the Congo,Benin,,1,,,,,,1,Benin,,[]
2014,Dem. Rep. of the Congo,Mali,,10,,,,,,10,Mali,,[nan]
2014,Dem. Rep. of the Congo,Nigeria,,10,,,,,,10,Nigeria,,[nan]
2014,Dem. Rep. of the Congo,Senegal,,4,,,,,,4,Senegal,,[]
2014,Dem. Rep. of the Congo,Togo,,3,,,,,,3,Togo,,[]
2014,Congo,Congo,,,,,,,101,101,Congo,,[nan]
2014,Colombia,Honduras,,1,,,,,,1,Honduras,,[nan]
2014,Colombia,India,,1,,,,,,1,India,,[]
2014,Colombia,Nigeria,,1,,,,,,1,Nigeria,,[]
2014,Colombia,Rwanda,,1,,,,,,1,Rwanda,,[nan]
2014,Colombia,Tibetan,,1,,,,,,1,Tibetan,,[]
2014,Cabo Verde,Stateless,,,,,,115,,115,Stateless,,[nan]
2014,Costa Rica,Congo,,1,,,,,,1,Congo,,[nan]
2014,Costa Rica,Spain,,4,,,,,,4,Spain,,[nan]
2014,Costa Rica,United Kingdom,,1,,,,,,1,United Kingdom,,[]
2014,Costa Rica,Hungary,1,,,,,,,1,Hungary,,[]
2014,Costa Rica,Lebanon,,2,,,,,,2,Lebanon,,[nan]
2014,Costa Rica,Pakistan,,1,,,,,,1,Pakistan,,[nan]
2014,Costa Rica,Papua New Guinea,,1,,,,,,1,Papua New Guinea,,[nan]
2014,Costa Rica,Slovenia,,1,,,,,,1,Slovenia,,[nan]
2014,Costa Rica,Stateless,,,,,,1200,,1200,Stateless,,[nan]
2014,Cuba,Afghanistan,5,6,,,,,,11,Afghanistan,,['45']
2014,Cyprus,Rwanda,1,,,,,,,1,Rwanda,,[nan]
2014,Czech Rep.,Dominican Rep.,,1,,,,,,1,Dominican Rep.,,[]
2014,Czech Rep.,Guinea-Bissau,,1,,,,,,1,Guinea-Bissau,,[]
2014,Czech Rep.,Lebanon,,3,,,,,,3,Lebanon,,[nan]
2014,Czech Rep.,Venezuela (Bolivarian Republic of),1,1,,,,,,2,Venezuela (Bolivarian Republic of),,[nan]
2014,Germany,"China, Hong Kong SAR",,1,,,,,,1,"China, Hong Kong SAR",,[]
2014,Germany,Saint Lucia,1,,,,,,,1,Saint Lucia,,[]
2014,Germany,Solomon Islands,,1,,,,,,1,Solomon Islands,,['8']
2014,Germany,British Virgin Islands,,1,,,,,,1,British Virgin Islands,,[]
2014,Denmark,Central African Rep.,,1,,,,,,1,Central African Rep.,,[]
2014,Denmark,Canada,,1,,,,,,1,Canada,,[]
2014,Denmark,Mauritius,,1,,,,,,1,Mauritius,,[]
2014,Denmark,Malaysia,,1,,,,,,1,Malaysia,,[nan]
2014,Denmark,Oman,,1,,,,,,1,Oman,,[]
2014,Dominican Rep.,Afghanistan,,4,,,,,,4,Afghanistan,,[nan]
2014,Dominican Rep.,Libya,,1,,,,,,1,Libya,,[nan]
2014,Dominican Rep.,Niger,,1,,,,,,1,Niger,,[nan]
2014,Dominican Rep.,Stateless,,,,,,210000,,210000,Stateless,,[]
2014,Algeria,Egypt,,1,,,,,,1,Egypt,,[]
2014,Egypt,United Arab Emirates,,1,,,,,,1,United Arab Emirates,,[]
2014,Egypt,Kuwait,,1,,,,,,1,Kuwait,,[nan]
2014,Egypt,Stateless,1,2,,,,20,,23,Stateless,,[nan]
2014,Estonia,Azerbaijan,,1,,,,,,1,Azerbaijan,,[nan]
2014,Estonia,Cameroon,,1,,,,,,1,Cameroon,,[]
2014,Estonia,Dem. Rep. of the Congo,,1,,,,,,1,Dem. Rep. of the Congo,,[]
2014,Estonia,Eritrea,,1,,,,,,1,Eritrea,,['5']
2014,Estonia,Kyrgyzstan,,1,,,,,,1,Kyrgyzstan,,[]
2014,Estonia,Mali,,2,,,,,,2,Mali,,[]
2014,Ethiopia,Lebanon,,1,,,,,,1,Lebanon,,[nan]
2014,Ethiopia,Syrian Arab Rep.,,8,,,,,,8,Syrian Arab Rep.,,['9']
2014,Finland,Spain,,1,,,,,,1,Spain,,[]
2014,Finland,Gabon,,2,,,,,,2,Gabon,,[]
2014,Finland,Kuwait,,3,,,,,,3,Kuwait,,[]
2014,Finland,Mauritius,,1,,,,,,1,Mauritius,,[]
2014,Fiji,Lebanon,,4,,,,,,4,Lebanon,,[]
2014,Fiji,Ukraine,,6,,,,,,6,Ukraine,,[]
2014,France,Austria,1,,,,,,,1,Austria,,[nan]
2014,France,Spain,1,,,,,,,1,Spain,,[nan]
2014,France,Greece,2,,,,,,,2,Greece,,[nan]
2014,France,Honduras,,2,,,,,,2,Honduras,,['6']
2014,France,Italy,,1,,,,,,1,Italy,,[]
2014,France,Saint Kitts and Nevis,,1,,,,,,1,Saint Kitts and Nevis,,[]
2014,France,Maldives,1,,,,,,,1,Maldives,,[nan]
2014,France,Namibia,1,,,,,,,1,Namibia,,[nan]
2014,France,Nicaragua,1,,,,,,,1,Nicaragua,,[nan]
2014,France,Portugal,,1,,,,,,1,Portugal,,[]
2014,France,South Sudan,1,1,,,,,,2,South Sudan,,['27']
2014,France,Sao Tome and Principe,3,,,,,,,3,Sao Tome and Principe,,[nan]
2014,France,Swaziland,1,,,,,,,1,Swaziland,,[]
2014,France,Uruguay,1,,,,,,,1,Uruguay,,[nan]
2014,France,Stateless,,,,,,1288,,1288,Stateless,,[nan]
2014,Gabon,Madagascar,,1,,,,,,1,Madagascar,,[]
2014,Gabon,Syrian Arab Rep.,,1,,,,,,1,Syrian Arab Rep.,,[nan]
2014,United Kingdom,Switzerland,,1,,,,,,1,Switzerland,,[]
2014,United Kingdom,Costa Rica,,4,,,,,,4,Costa Rica,,[]
2014,United Kingdom,Madagascar,,2,,,,,,2,Madagascar,,[nan]
2014,United Kingdom,Montenegro,,1,,,,,,1,Montenegro,,[]
2014,United Kingdom,Paraguay,1,,,,,,,1,Paraguay,,[nan]
2014,United Kingdom,Tonga,,1,,,,,,1,Tonga,,[]
2014,Georgia,United Arab Emirates,,1,,,,,,1,United Arab Emirates,,[]
2014,Georgia,Canada,,1,,,,,,1,Canada,,[]
2014,Georgia,Algeria,,1,,,,,,1,Algeria,,[]
2014,Georgia,India,,4,,,,,,4,India,,[nan]
2014,Georgia,Kuwait,,4,,,,,,4,Kuwait,,[]
2014,Georgia,Mali,,1,,,,,,1,Mali,,[]
2014,Georgia,Palestinian,,4,,,,,,4,Palestinian,,[]
2014,Georgia,Sudan,,2,,,,,,2,Sudan,,['6']
2014,Georgia,Tunisia,,1,,,,,,1,Tunisia,,[]
2014,Georgia,United States of America,,1,,,,,,1,United States of America,,[]
2014,Georgia,Stateless,,,,,,770,,770,Stateless,,[nan]
2014,Ghana,Iran (Islamic Rep. of),,1,,,,,,1,Iran (Islamic Rep. of),,[nan]
2014,Ghana,Libya,,5,,,,,,5,Libya,,[nan]
2014,Ghana,Palestinian,,8,,,,,,8,Palestinian,,['13']
2014,Guinea,Eritrea,1,3,,,,,,4,Eritrea,,[]
2014,Gambia,Congo,7,,,,,,,7,Congo,,['9']
2014,Greece,Jamaica,,1,,,,,,1,Jamaica,,[nan]
2014,Greece,Malawi,,1,,,,,,1,Malawi,,[nan]
2014,Greece,Saudi Arabia,1,,,,,,,1,Saudi Arabia,,['5']
2014,Greece,Stateless,13,22,,,,199,,234,Stateless,,['335']
2014,Guatemala,Bangladesh,,1,,,,,,1,Bangladesh,,[]
2014,Guatemala,Ecuador,,2,,,,,,2,Ecuador,,[]
2014,Guatemala,India,,2,,,,,,2,India,,[]
2014,Guatemala,Nepal,,8,,,,,,8,Nepal,,[]
2014,Guatemala,Tibetan,,2,,,,,,2,Tibetan,,[]
2014,Guatemala,Venezuela (Bolivarian Republic of),,1,,,,,,1,Venezuela (Bolivarian Republic of),,['10']
2014,Guyana,Morocco,,1,,,,,,1,Morocco,,[]
2014,"China, Hong Kong SAR",Dominica,,1,,,,,,1,Dominica,,[]
2014,"China, Hong Kong SAR",Gabon,,1,,,,,,1,Gabon,,[]
2014,"China, Hong Kong SAR",Saudi Arabia,,3,,,,,,3,Saudi Arabia,,[]
2014,"China, Hong Kong SAR",Singapore,,2,,,,,,2,Singapore,,[]
2014,"China, Hong Kong SAR",Venezuela (Bolivarian Republic of),,1,,,,,,1,Venezuela (Bolivarian Republic of),,[]
2014,"China, Hong Kong SAR",Stateless,,,,,,1,,1,Stateless,,[]
2014,Croatia,Albania,,1,,,,,,1,Albania,,[nan]
2014,Croatia,Estonia,,1,,,,,,1,Estonia,,[]
2014,Croatia,Jamaica,,1,,,,,,1,Jamaica,,[]
2014,Croatia,Kuwait,,1,,,,,,1,Kuwait,,[nan]
2014,Croatia,Lithuania,,1,,,,,,1,Lithuania,,[]
2014,Croatia,Myanmar,,1,,,,,,1,Myanmar,,[]
2014,Croatia,Montenegro,,1,,,,,,1,Montenegro,,[]
2014,Haiti,Kenya,,1,,,,,,1,Kenya,,[]
2014,Hungary,Cambodia,,1,,,,,,1,Cambodia,,[]
2014,Hungary,Niger,,1,,,,,,1,Niger,,[]
2014,Hungary,South Africa,,1,,,,,,1,South Africa,,[]
2014,Indonesia,Bhutan,,2,,,,,,2,Bhutan,,[]
2014,Indonesia,Uganda,,1,,,,,,1,Uganda,,[nan]
2014,India,Benin,,1,,,,,,1,Benin,,[]
2014,India,Congo,,2,,,,,,2,Congo,,[nan]
2014,India,Cuba,,1,,,,,,1,Cuba,,[]
2014,India,Kenya,,2,,,,,,2,Kenya,,[]
2014,India,Lesotho,,1,,,,,,1,Lesotho,,[]
2014,India,Mali,,3,,,,,,3,Mali,,[nan]
2014,India,Philippines,,3,,,,,,3,Philippines,,[]
2014,India,Sierra Leone,,1,,,,,,1,Sierra Leone,,[]
2014,India,Ukraine,,5,,,,,,5,Ukraine,,[nan]
2014,Ireland,Namibia,2,,,,,,,2,Namibia,,[nan]
2014,Ireland,Seychelles,,1,,,,,,1,Seychelles,,[]
2014,Iraq,Albania,,1,,,,,,1,Albania,,[nan]
2014,Iraq,Bangladesh,,1,,,,,,1,Bangladesh,,[nan]
2014,Iraq,Eritrea,,4,,,,,,4,Eritrea,,[nan]
2014,Iraq,France,,1,,,,,,1,France,,[]
2014,Iraq,Indonesia,,3,,,,,,3,Indonesia,,[nan]
2014,Iraq,Kazakhstan,,1,,,,,,1,Kazakhstan,,[nan]
2014,Iraq,Monaco,,6,,,,,,6,Monaco,,[]
2014,Iraq,Stateless,,,,,,120000,,120000,Stateless,,[nan]
2014,Iceland,Equatorial Guinea,,5,,,,,,5,Equatorial Guinea,,[]
2014,Israel,Iraq,9,,,,,,,9,Iraq,,['10']
2014,Italy,Argentina,,1,,,,,,1,Argentina,,[nan]
2014,Italy,Australia,,1,,,,,,1,Australia,,[nan]
2014,Italy,Bahamas,,4,,,,,,4,Bahamas,,[nan]
2014,Italy,Indonesia,,1,,,,,,1,Indonesia,,[nan]
2014,Italy,Lao People's Dem. Rep.,,1,,,,,,1,Lao People's Dem. Rep.,,[]
2014,Italy,Malaysia,,1,,,,,,1,Malaysia,,[nan]
2014,Italy,Norway,,1,,,,,,1,Norway,,[nan]
2014,Italy,Palau,1,1,,,,,,2,Palau,,[nan]
2014,Italy,Qatar,,1,,,,,,1,Qatar,,[]
2014,Italy,Thailand,,1,,,,,,1,Thailand,,[nan]
2014,Italy,Zambia,,1,,,,,,1,Zambia,,[]
2014,Jordan,Armenia,,1,,,,,,1,Armenia,,[]
2014,Jordan,Central African Rep.,,1,,,,,,1,Central African Rep.,,[nan]
2014,Jordan,Kazakhstan,,1,,,,,,1,Kazakhstan,,[nan]
2014,Jordan,Kenya,,1,,,,,,1,Kenya,,[nan]
2014,Jordan,Kyrgyzstan,,2,,,,,,2,Kyrgyzstan,,[nan]
2014,Jordan,Myanmar,,1,,,,,,1,Myanmar,,[nan]
2014,Jordan,South Sudan,6,4,,,,,,10,South Sudan,,['12']
2014,Jordan,Ukraine,1,3,,,,,,4,Ukraine,,[nan]
2014,Kazakhstan,Ukraine,1,21,,,,,,22,Ukraine,,[]
2014,Kazakhstan,Stateless,,,,,,7038,,7038,Stateless,,[nan]
2014,Kenya,Guinea-Bissau,,1,,,,,,1,Guinea-Bissau,,[]
2014,Kenya,Saudi Arabia,,2,,,,,,2,Saudi Arabia,,[nan]
2014,Kenya,Syrian Arab Rep.,,5,,,,,,5,Syrian Arab Rep.,,[nan]
2014,Kenya,Stateless,,,,,,20000,,20000,Stateless,,[nan]
2014,Kyrgyzstan,Turkmenistan,,3,,,,,,3,Turkmenistan,,[nan]
2014,Kyrgyzstan,Ukraine,,18,,,,,,18,Ukraine,,['17']
2014,Cambodia,Eritrea,,4,,,,,,4,Eritrea,,[nan]
2014,Cambodia,Ethiopia,,1,,,,,,1,Ethiopia,,[nan]
2014,Cambodia,India,,1,,,,,,1,India,,[]
2014,Cambodia,Thailand,,8,,,,,,8,Thailand,,[nan]
2014,Rep. of Korea,Armenia,2,,,,,,,2,Armenia,,[nan]
2014,Rep. of Korea,Burkina Faso,,2,,,,,,2,Burkina Faso,,[nan]
2014,Rep. of Korea,Ecuador,,1,,,,,,1,Ecuador,,[nan]
2014,Rep. of Korea,El Salvador,,2,,,,,,2,El Salvador,,[nan]
2014,Rep. of Korea,South Sudan,,1,,,,,,1,South Sudan,,[nan]
2014,Rep. of Korea,Swaziland,,1,,,,,,1,Swaziland,,[nan]
2014,Rep. of Korea,Tajikistan,,1,,,,,,1,Tajikistan,,[nan]
2014,Rep. of Korea,Ukraine,,7,,,,,,7,Ukraine,,['12']
2014,Rep. of Korea,Stateless,,,,,,204,,204,Stateless,,[nan]
2014,Kuwait,Dem. People's Rep. of Korea,1,,,,,,,1,Dem. People's Rep. of Korea,,[]
2014,Lebanon,Rep. of Moldova,,,,,,,1,1,Rep. of Moldova,,[nan]
2014,Lebanon,South Sudan,24,41,,,,,,65,South Sudan,,['39']
2014,Lebanon,Venezuela (Bolivarian Republic of),,,,,,,2,2,Venezuela (Bolivarian Republic of),,[nan]
2014,Liberia,Central African Rep.,,1,,,,,,1,Central African Rep.,,[nan]
2014,Liberia,Stateless,,,,,,1,,1,Stateless,,[]
2014,Liechtenstein,Albania,,4,,,,,,4,Albania,,[nan]
2014,Liechtenstein,Egypt,,1,,,,,,1,Egypt,,[]
2014,Liechtenstein,Pakistan,,1,,,,,,1,Pakistan,,[]
2014,Liechtenstein,Syrian Arab Rep.,5,,,,,,,5,Syrian Arab Rep.,,['32']
2014,Liechtenstein,Stateless,,,,,,2,,2,Stateless,,[nan]
2014,Sri Lanka,Tunisia,1,,,,,,,1,Tunisia,,[nan]
2014,Sri Lanka,Ukraine,,1,,,,,,1,Ukraine,,[]
2014,Sri Lanka,Yemen,,1,,,,,,1,Yemen,,['12']
2014,Lithuania,Benin,,1,,,,,,1,Benin,,[]
2014,Luxembourg,Burkina Faso,1,1,,,,,,2,Burkina Faso,,[nan]
2014,Luxembourg,Central African Rep.,1,,,,,,,1,Central African Rep.,,[nan]
2014,Luxembourg,South Sudan,,1,,,,,,1,South Sudan,,[]
2014,Latvia,Viet Nam,,10,,,,,,10,Viet Nam,,[nan]
2014,Latvia,Stateless,,1,,,,262802,,262803,Stateless,,[nan]
2014,Morocco,Mauritania,,1,,,,,,1,Mauritania,,[nan]
2014,Rep. of Moldova,Belarus,1,,,,,,,1,Belarus,,[nan]
2014,Rep. of Moldova,Cameroon,,1,,,,,,1,Cameroon,,[nan]
2014,Rep. of Moldova,Japan,,1,,,,,,1,Japan,,[]
2014,Rep. of Moldova,Libya,,2,,,,,,2,Libya,,[nan]
2014,Rep. of Moldova,Saudi Arabia,,1,,,,,,1,Saudi Arabia,,[]
2014,Rep. of Moldova,Tunisia,,1,,,,,,1,Tunisia,,[]
2014,Rep. of Moldova,Stateless,,,,,,2036,,2036,Stateless,,[nan]
2014,Madagascar,Afghanistan,1,1,,,,,,2,Afghanistan,,[nan]
2014,Madagascar,Central African Rep.,,1,,,,,,1,Central African Rep.,,[nan]
2014,Madagascar,Congo,,1,,,,,,1,Congo,,[nan]
2014,Madagascar,Liberia,,3,,,,,,3,Liberia,,[]
2014,Madagascar,Somalia,,1,,,,,,1,Somalia,,[nan]
2014,Mexico,Canada,,2,,,,,,2,Canada,,[nan]
2014,Mexico,Stateless,,,,,,13,,13,Stateless,,[nan]
2014,The former Yugoslav Republic of Macedonia,Greece,,1,,,,,,1,Greece,,[]
2014,The former Yugoslav Republic of Macedonia,Croatia,,1,,,,,,1,Croatia,,[]
2014,The former Yugoslav Republic of Macedonia,United Rep. of Tanzania,,1,,,,,,1,United Rep. of Tanzania,,[]
2014,Mali,Sri Lanka,1,,,,,,,1,Sri Lanka,,[]
2014,Mali,Pakistan,5,,,,,,,5,Pakistan,,[nan]
2014,Mali,Syrian Arab Rep.,16,1,,,,,,17,Syrian Arab Rep.,,['9']
2014,Malta,Jordan,1,,,,,,,1,Jordan,,[nan]
2014,Malta,Lebanon,1,,,,,,,1,Lebanon,,[nan]
2014,Malta,Russian Federation,12,,,,,,,12,Russian Federation,,['12']
2014,Malta,Ukraine,27,5,,,,,,32,Ukraine,,['120']
2014,Malta,United States of America,,1,,,,,,1,United States of America,,[]
2014,Myanmar,Stateless,,,,,,810000,,810000,Stateless,,[nan]
2014,Montenegro,Uzbekistan,,2,,,,,,2,Uzbekistan,,[]
2014,Montenegro,Stateless,,,,,,3296,,3296,Stateless,,[nan]
2014,Montenegro,Various/Unknown,,,,,,,11021,11021,Various/Unknown,,[nan]
2014,Mongolia,Cuba,,2,,,,,,2,Cuba,,[]
2014,Mongolia,Stateless,,,,,,16,,16,Stateless,,[nan]
2014,Malaysia,Central African Rep.,,5,,,,,,5,Central African Rep.,,[nan]
2014,Malaysia,Oman,,1,,,,,,1,Oman,,[]
2014,Malaysia,Senegal,,1,,,,,,1,Senegal,,[nan]
2014,Malaysia,Uganda,1,1,,,,,,2,Uganda,,[nan]
2014,Malaysia,Stateless,,,,,,40000,,40000,Stateless,,[nan]
2014,Namibia,Bangladesh,,1,,,,,,1,Bangladesh,,[nan]
2014,Namibia,Germany,,1,,,,,,1,Germany,,[]
2014,Nigeria,Lebanon,,4,,,,,,4,Lebanon,,[nan]
2014,Nigeria,Nigeria,,,,1188018.0,,,,1188018,Nigeria,,[nan]
2014,Nigeria,Senegal,,1,,,,,,1,Senegal,,[nan]
2014,Nicaragua,Azerbaijan,,,,,,,1,1,Azerbaijan,,[nan]
2014,Nicaragua,Germany,,,,,,,1,1,Germany,,[]
2014,Nicaragua,Dominican Rep.,,1,,,,,,1,Dominican Rep.,,[nan]
2014,Nicaragua,Palestinian,2,,,,,,,2,Palestinian,,[]
2014,Nicaragua,Stateless,,,,,,1,,1,Stateless,,[]
2014,Netherlands,Montenegro,2,2,,,,,,4,Montenegro,,[nan]
2014,Norway,Argentina,,1,,,,,,1,Argentina,,[]
2014,Norway,France,,3,,,,,,3,France,,[]
2014,Norway,Madagascar,,1,,,,,,1,Madagascar,,[]
2014,Nepal,Algeria,,2,,,,,,2,Algeria,,[]
2014,Nauru,Bangladesh,,35,,,,,,35,Bangladesh,,['9']
2014,Nauru,Ethiopia,,2,,,,,,2,Ethiopia,,[nan]
2014,Nauru,Indonesia,2,4,,,,,,6,Indonesia,,[nan]
2014,Nauru,India,,21,,,,,,21,India,,['11']
2014,Nauru,Myanmar,4,19,,,,,,23,Myanmar,,['115']
2014,Nauru,Nepal,2,11,,,,,,13,Nepal,,[nan]
2014,Nauru,Somalia,43,26,,,,,,69,Somalia,,['56']
2014,Nauru,Syrian Arab Rep.,,5,,,,,,5,Syrian Arab Rep.,,[]
2014,Nauru,Stateless,49,137,,,,,,186,Stateless,,['65']
2014,Nauru,Various/Unknown,,2,,,,,,2,Various/Unknown,,[]
2014,New Zealand,United Kingdom,,1,,,,,,1,United Kingdom,,[nan]
2014,Pakistan,India,,1,,,,,,1,India,,[nan]
2014,Pakistan,Nigeria,,2,,,,,,2,Nigeria,,[]
2014,Panama,Madagascar,,1,,,,,,1,Madagascar,,[nan]
2014,Panama,United Rep. of Tanzania,,1,,,,,,1,United Rep. of Tanzania,,[nan]
2014,Panama,Stateless,,,,,,2,,2,Stateless,,[nan]
2014,Peru,Germany,1,,,,,,,1,Germany,,[nan]
2014,Peru,Guyana,,1,,,,,,1,Guyana,,[nan]
2014,Peru,Kenya,,2,,,,,,2,Kenya,,[]
2014,Philippines,Armenia,1,,,,,,,1,Armenia,,[nan]
2014,Philippines,Bangladesh,,3,,,,,,3,Bangladesh,,[nan]
2014,Philippines,Ghana,,1,,,,,,1,Ghana,,[nan]
2014,Philippines,Oman,1,,,,,,,1,Oman,,[nan]
2014,Philippines,Russian Federation,,1,,,,,,1,Russian Federation,,[nan]
2014,Philippines,Uganda,5,,,,,,,5,Uganda,,[]
2014,Philippines,United States of America,,1,,,,,,1,United States of America,,[nan]
2014,Papua New Guinea,Bangladesh,2,55,,,,,,57,Bangladesh,,['20']
2014,Papua New Guinea,Algeria,,1,,,,,,1,Algeria,,[]
2014,Papua New Guinea,India,,6,,,,,,6,India,,[]
2014,Papua New Guinea,Lebanon,,4,,,,,,4,Lebanon,,[nan]
2014,Papua New Guinea,Myanmar,,49,,,,,,49,Myanmar,,[nan]
2014,Papua New Guinea,Nepal,,10,,,,,,10,Nepal,,[]
2014,Papua New Guinea,Palestinian,,1,,,,,,1,Palestinian,,[]
2014,Papua New Guinea,Sudan,18,68,,,,,,86,Sudan,,['75']
2014,Papua New Guinea,Syrian Arab Rep.,1,1,,,,,,2,Syrian Arab Rep.,,[nan]
2014,Papua New Guinea,Stateless,15,29,,,,,,44,Stateless,,['79']
2014,Portugal,Armenia,3,,,,,,,3,Armenia,,[nan]
2014,Portugal,Spain,,1,,,,,,1,Spain,,[]
2014,Portugal,Malaysia,,1,,,,,,1,Malaysia,,[nan]
2014,Portugal,United States of America,,1,,,,,,1,United States of America,,[]
2014,Portugal,Stateless,,,,,,14,,14,Stateless,,[nan]
2014,Portugal,South Africa,,1,,,,,,1,South Africa,,[nan]
2014,Paraguay,Burkina Faso,,1,,,,,,1,Burkina Faso,,[]
2014,Paraguay,Cameroon,,1,,,,,,1,Cameroon,,[]
2014,Paraguay,Sri Lanka,,1,,,,,,1,Sri Lanka,,[nan]
2014,Paraguay,Syrian Arab Rep.,7,9,,,,,,16,Syrian Arab Rep.,,['53']
2014,Qatar,Ethiopia,,1,,,,,,1,Ethiopia,,[nan]
2014,Qatar,Sudan,,1,,,,,,1,Sudan,,[nan]
2014,Qatar,Stateless,,,,,,1200,,1200,Stateless,,[nan]
2014,Romania,Croatia,1,,,,,,,1,Croatia,,[nan]
2014,Romania,Mali,,1,,,,,,1,Mali,,[]
2014,Romania,Viet Nam,,2,,,,,,2,Viet Nam,,[nan]
2014,Russian Federation,Algeria,,1,,,,,,1,Algeria,,[]
2014,Russian Federation,United Kingdom,,1,,,,,,1,United Kingdom,,[]
2014,Russian Federation,Gambia,1,,,,,,,1,Gambia,,[nan]
2014,Russian Federation,Israel,,2,,,,,,2,Israel,,[nan]
2014,Russian Federation,Italy,1,1,,,,,,2,Italy,,[nan]
2014,Russian Federation,Jordan,3,1,,,,,,4,Jordan,,[nan]
2014,Russian Federation,Nepal,,1,,,,,,1,Nepal,,[]
2014,Russian Federation,Tunisia,1,1,,,,,,2,Tunisia,,[]
2014,Russian Federation,Stateless,,,,,,113474,,113474,Stateless,,['17']
2014,Rwanda,Afghanistan,6,1,,,,,,7,Afghanistan,,[]
2014,Rwanda,Central African Rep.,,2,,,,,,2,Central African Rep.,,[nan]
2014,Rwanda,Haiti,1,,,,,,,1,Haiti,,[nan]
2014,Saudi Arabia,Stateless,,,,,,70000,,70000,Stateless,,[nan]
2014,Sudan,India,,2,,,,,,2,India,,[nan]
2014,Senegal,Afghanistan,,9,,,,,,9,Afghanistan,,[]
2014,Senegal,France,,3,,,,,,3,France,,[nan]
2014,Senegal,Palestinian,,1,,,,,,1,Palestinian,,[nan]
2014,El Salvador,Mexico,3,,,,,,,3,Mexico,,[nan]
2014,El Salvador,Peru,1,,,,,,,1,Peru,,[nan]
2014,Serbia and Kosovo (S/RES/1244 (1999)),Uganda,,1,,,,,,1,Uganda,,[]
2014,Serbia and Kosovo (S/RES/1244 (1999)),Stateless,,,,,,3578,,3578,Stateless,,[nan]
2014,Serbia and Kosovo (S/RES/1244 (1999)),Yemen,,4,,,,,,4,Yemen,,[]
2014,Serbia and Kosovo (S/RES/1244 (1999)),South Africa,,1,,,,,,1,South Africa,,[]
2014,South Sudan,Somalia,,18,,,,,,18,Somalia,,[nan]
2014,Suriname,Bangladesh,,1,,,,,,1,Bangladesh,,[nan]
2014,Slovenia,Congo,,1,,,,,,1,Congo,,[]
2014,Slovenia,Colombia,,1,,,,,,1,Colombia,,[]
2014,Slovenia,Stateless,,,,,,4,,4,Stateless,,[nan]
2014,Sweden,Cabo Verde,,3,,,,,,3,Cabo Verde,,[nan]
2014,Sweden,New Zealand,1,,,,,,,1,New Zealand,,[nan]
2014,Sweden,Palestinian,7,31,,,,,,38,Palestinian,,['983']
2014,Swaziland,Central African Rep.,,1,,,,,,1,Central African Rep.,,[nan]
2014,Syrian Arab Rep.,Argentina,,5,,,,,,5,Argentina,,[]
2014,Syrian Arab Rep.,China,,6,,,,,,6,China,,[]
2014,Syrian Arab Rep.,Ukraine,,1,,,,,,1,Ukraine,,[]
2014,Chad,Ghana,,1,,,,,,1,Ghana,,[nan]
2014,Chad,South Sudan,1,1,,,,,,2,South Sudan,,['8']
2014,Togo,Senegal,,1,,,,,,1,Senegal,,[nan]
2014,Thailand,Bahrain,,5,,,,,,5,Bahrain,,[nan]
2014,Thailand,Kazakhstan,,1,,,,,,1,Kazakhstan,,[]
2014,Thailand,Kyrgyzstan,,1,,,,,,1,Kyrgyzstan,,[]
2014,Thailand,Lebanon,,3,,,,,,3,Lebanon,,[nan]
2014,Thailand,United Rep. of Tanzania,,1,,,,,,1,United Rep. of Tanzania,,[nan]
2014,Thailand,Ukraine,,1,,,,,,1,Ukraine,,[nan]
2014,Tajikistan,Stateless,,,,,,1364,,1364,Stateless,,[nan]
2014,Turkmenistan,Iraq,,,31,,,,,31,Iraq,,[]
2014,Turkmenistan,Stateless,,,,,,7511,,7511,Stateless,,[nan]
2014,Timor-Leste,Myanmar,,,,,,,4,4,Myanmar,,[nan]
